ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City
9370491,0,0,6,4/7/2020,30335.18071,1,1,NA,1,1,0,0,1,0,65,NORTH VANCOUVER                                                                                     
6842497,0,0,6,3/25/2020,1042963.361,2,1,NA,0,0,0,0,1,4,63,SURREY                                                                                              
8218957,1,0,6,4/14/2020,1215635.718,1,0,NA,0,0,0,0,1,3,35,SURREY                                                                                              
2359435,0,0,6,2/5/2021,46785.11212,1,1,NA,0,1,557.041685,0,1,0,52,BURNABY                                                                                             
4707586,1,0,6,4/1/2020,536941.1196,5,0,66268.67337,0,0,0,0,1,1,67,RICHMOND                                                                                            
5506080,1,0,6,6/25/2020,34048.93454,3,1,NA,0,0,0,0,1,3,72,VANCOUVER                                                                                           
6927040,0,0,6,5/21/2020,474416.2926,1,1,NA,1,0,0,0,1,35,55,VANCOUVER                                                                                           
1585325,0,0,6,3/26/2020,474840.9809,2,0,NA,0,0,0,0,1,0,47,PITT MEADOWS                                                                                        
7331047,0,0,6,8/19/2020,258.6114047,3,1,NA,0,1,0,0,1,3,42,SURREY                                                                                              
3136507,0,0,6,1/18/2021,1238302.121,6,0,NA,0,1,0,0,1,8,32,BURNABY                                                                                             
3004274,1,0,6,2/6/2021,996706.3961,2,1,NA,0,1,1441.587249,0,1,0,36,RICHMOND                                                                                            
2187856,0,1,6,8/25/2020,23646.23889,3,0,NA,0,1,0,0,1,19,47,BURNABY                                                                                             
5613634,0,0,6,5/12/2020,480017.1762,1,1,NA,0,0,0,0,1,5,43,SURREY                                                                                              
6988809,0,0,6,12/17/2020,40658.78543,2,1,NA,0,0,0,0,1,4,59,VANCOUVER                                                                                           
5974404,1,0,6,1/6/2021,932769.4532,1,1,NA,0,1,0,0,1,2,68,SURREY                                                                                              
9121897,0,0,6,4/3/2020,567279.0381,1,1,196293.4529,1,0,0,0,1,0,63,BURNABY                                                                                             
2315187,0,0,6,11/4/2020,724415.0406,3,1,NA,0,0,0,0,1,0,70,COQUITLAM                                                                                           
7382000,0,0,6,5/11/2020,3899.25936,1,0,NA,0,1,0,0,1,14,49,SURREY                                                                                              
4552500,0,0,6,6/17/2020,21646.84855,1,1,NA,0,1,1766.034479,0,1,0,63,COQUITLAM                                                                                           
398149,0,1,6,8/14/2020,28353.18682,4,0,NA,0,1,0,0,1,0,50,SURREY                                                                                              
7259495,0,0,6,4/22/2020,23086.08834,1,1,NA,0,0,0,0,1,0,70,DELTA                                                                                               
1820469,1,0,6,5/15/2020,410999.3041,4,0,NA,0,0,0,0,1,6,47,VANCOUVER                                                                                           
2503468,0,0,6,6/13/2020,1024551.028,3,1,NA,0,1,2490.055798,0,1,0,55,SURREY                                                                                              
5359273,0,0,6,5/8/2020,449170.7646,3,1,NA,1,1,0,0,1,4,39,VANCOUVER                                                                                           
3175483,0,0,6,6/6/2020,465425.3335,3,0,NA,0,0,0,0,1,4,50,VANCOUVER                                                                                           
3450610,1,0,6,4/15/2020,102316.8321,2,1,NA,0,0,0,0,1,4,59,PITT MEADOWS                                                                                        
7228811,0,0,6,8/11/2020,44782.86376,5,0,NA,0,1,0,0,1,1,54,SURREY                                                                                              
6829227,1,1,6,5/6/2020,496176.1825,1,1,NA,0,1,811.3140267,0,1,35,27,NORTH VANCOUVER                                                                                     
109693,0,0,6,7/11/2020,34212.02452,3,1,NA,0,1,635.342799,0,1,0,53,VANCOUVER                                                                                           
9921701,1,0,6,3/23/2020,1034323.491,1,0,NA,0,1,2137.733606,0,1,2,85,DELTA                                                                                               
9196155,0,0,6,4/4/2020,246283.0226,3,1,NA,0,0,0,0,1,1,63,NEW WESTMINSTER                                                                                     
909470,1,0,6,12/12/2020,5522.722861,1,0,NA,1,1,0,0,1,0,47,MISSION                                                                                             
3972210,0,0,6,8/12/2020,477218.5284,2,1,NA,1,1,0,0,1,1,45,VICTORIA                                                                                            
8206229,1,0,6,4/3/2020,145881.8683,2,1,NA,1,1,0,0,1,1,66,VANCOUVER                                                                                           
9577049,1,0,6,12/9/2020,19014.94923,2,1,NA,0,1,0,0,1,26,67,BURNABY                                                                                             
4018619,0,0,6,8/28/2020,15249.55733,4,1,NA,0,1,0,0,1,3,58,VICTORIA                                                                                            
7363410,0,0,6,8/24/2020,5933.160162,2,0,NA,0,0,0,0,1,0,80,COQUITLAM                                                                                           
9950823,0,0,6,5/22/2020,486118.2457,1,1,NA,0,0,0,0,1,6,71,COQUITLAM                                                                                           
1293885,1,0,6,5/6/2020,682961.7615,4,0,NA,0,1,2119.290511,0,1,4,31,BURNABY                                                                                             
371923,0,0,6,7/7/2020,46015.61085,1,0,NA,0,1,0,0,1,0,59,SURREY                                                                                              
3316820,1,0,6,4/11/2020,479080.143,1,1,NA,0,1,0,0,1,0,67,SURREY                                                                                              
8646095,0,0,6,2/6/2021,34490.13614,5,0,NA,0,1,1069.91606,0,1,57,47,SURREY                                                                                              
4761802,1,0,6,2/11/2021,46277.76837,3,1,NA,0,1,0,0,1,64,74,PORT COQUITLAM                                                                                      
9313765,0,0,6,9/8/2020,30699.91037,1,0,NA,0,0,0,0,1,1,49,DELTA                                                                                               
2295277,0,0,6,2/8/2021,978942.5486,1,1,NA,0,0,0,0,1,9,49,VANCOUVER                                                                                           
2538037,0,0,6,5/14/2020,490395.3083,3,1,NA,0,0,0,0,1,2,63,CHILLIWACK                                                                                          
7010957,0,0,6,3/21/2020,298752.3068,3,1,NA,0,0,0,0,1,26,63,BURNABY                                                                                             
967048,0,0,6,12/14/2020,26181.13542,1,1,NA,1,1,781.195967,0,1,5,63,LANGLEY                                                                                             
6647110,0,0,6,4/2/2020,564061.0223,2,1,NA,0,0,0,0,1,4,65,COQUITLAM                                                                                           
7688300,0,0,6,4/8/2020,684008.6463,2,1,204396.2924,0,1,0,0,1,0,36,COQUITLAM                                                                                           
6740092,1,0,6,4/16/2020,477103.2407,3,1,NA,1,1,1300.798884,0,1,0,38,CUMBERLAND                                                                                          
489185,1,0,6,4/7/2020,716674.9383,1,0,NA,0,1,2215.067697,0,1,2,32,SURREY                                                                                              
4548832,0,0,6,5/3/2020,425981.3568,2,1,NA,0,1,1257.886028,0,1,4,59,NORTH VANCOUVER                                                                                     
5567350,0,0,6,12/1/2020,16815.27198,2,1,NA,0,1,796.4637118,0,1,2,74,NELSON                                                                                              
6399907,0,0,6,12/18/2020,13622.75787,2,1,NA,1,1,29.60338337,0,1,27,32,VANCOUVER                                                                                           
9351619,0,0,6,8/11/2020,183591.5061,2,1,NA,0,1,2.068654727,0,1,5,54,PORT COQUITLAM                                                                                      
9862661,1,0,6,4/13/2020,741067.3936,1,0,NA,1,1,210.0106482,0,1,0,47,VANCOUVER                                                                                           
1345846,0,0,6,1/13/2021,644593.2234,3,0,NA,0,0,0,0,1,0,52,VANCOUVER                                                                                           
2607907,0,0,6,2/16/2021,43753.79315,2,1,NA,0,0,0,0,1,1,58,VANCOUVER                                                                                           
4899145,0,1,6,9/16/2020,42517.14384,1,0,NA,1,1,0,0,1,22,59,VANCOUVER                                                                                           
1124038,0,0,6,5/4/2020,7232.959517,3,1,NA,1,1,464.328374,0,1,34,70,ABBOTSFORD                                                                                          
4968105,1,0,6,4/1/2020,505690.3818,3,1,NA,1,1,592.6519152,0,1,3,48,VANCOUVER                                                                                           
2606508,0,0,6,7/18/2020,17923.46846,1,1,NA,0,1,0,0,1,10,48,SURREY                                                                                              
5415217,0,0,6,8/12/2020,461553.8798,1,1,168171.8952,0,0,0,0,1,0,52,SURREY                                                                                              
7676041,0,0,6,5/8/2020,491510.4335,2,0,NA,0,1,934.0570834,0,1,3,43,DELTA                                                                                               
4415325,1,0,6,4/17/2020,470949.5699,1,0,NA,0,1,1029.684531,0,1,0,51,DELTA                                                                                               
8744120,0,0,6,7/17/2020,30228.44607,1,1,NA,0,0,0,0,1,11,56,SURREY                                                                                              
9745511,0,0,6,4/30/2020,11946.52066,2,0,NA,0,0,0,0,1,0,58,SURREY                                                                                              
3407104,1,0,6,2/16/2021,363803.1216,3,1,NA,1,0,0,0,1,0,29,SURREY                                                                                              
2339887,0,0,6,4/11/2020,8015.685097,1,1,NA,1,0,0,0,1,12,53,NEW WESTMINSTER                                                                                     
5973500,1,0,6,5/13/2020,4679.539288,1,1,NA,1,1,0,0,1,0,34,LANGLEY                                                                                             
4450031,0,0,6,4/28/2020,467354.5864,3,1,NA,0,1,1486.71995,0,1,11,45,DELTA                                                                                               
239546,1,0,6,3/20/2020,27244.33767,2,1,178646.5046,0,1,0,0,1,74,41,BURNABY                                                                                             
2478112,1,0,6,2/4/2021,786907.165,5,0,NA,0,0,0,0,1,1,38,BURNABY                                                                                             
5013151,0,1,6,8/25/2020,34666.88881,1,0,NA,0,1,25.99152589,0,1,84,64,COQUITLAM                                                                                           
8469395,0,0,6,1/7/2021,1218694.735,4,1,NA,1,1,0,0,1,0,46,SURREY                                                                                              
3303743,1,0,6,5/28/2020,671441.936,6,1,3345.015604,1,1,0,0,1,1,58,NEW WESTMINSTER                                                                                     
2578593,0,0,6,5/8/2020,481662.583,2,1,NA,0,1,0,0,1,35,40,NORTH VANCOUVER                                                                                     
6440562,0,0,6,8/14/2020,44532.08942,5,1,NA,0,1,0,0,1,56,75,SURREY                                                                                              
4874697,0,0,6,7/16/2020,16039.70865,1,1,NA,0,1,1918.095738,0,1,21,75,VANCOUVER                                                                                           
9017583,0,0,6,1/19/2021,883371.8069,2,1,NA,0,1,0,0,1,0,72,SURREY                                                                                              
6786093,1,0,6,4/17/2020,450146.3558,1,0,NA,0,0,0,0,1,3,70,BURNABY                                                                                             
6755570,0,0,6,6/19/2020,39077.86787,3,0,NA,0,0,0,0,1,135,53,NORTH VANCOUVER                                                                                     
680240,0,0,6,9/15/2020,41531.27152,1,0,NA,0,1,0,0,1,0,56,SURREY                                                                                              
9462994,0,0,6,7/16/2020,47337.59196,1,1,NA,1,1,0,0,1,70,73,SURREY                                                                                              
9966337,0,0,6,6/25/2020,11988.2418,1,1,NA,1,1,1042.540254,0,1,6,46,LANGLEY                                                                                             
1870767,0,0,6,5/2/2020,506142.5126,1,0,NA,0,1,0,0,1,57,61,BURNABY                                                                                             
5822623,0,1,6,9/8/2020,20065.51119,1,1,NA,0,1,191.8862774,0,1,1,44,VICTORIA                                                                                            
3868989,0,0,6,1/7/2021,716901.4999,3,1,NA,0,1,0,0,1,0,54,BURNABY                                                                                             
362053,0,0,6,1/16/2021,45373.68358,3,1,NA,0,1,0,0,1,0,44,VANCOUVER                                                                                           
8929254,0,0,6,2/17/2021,43612.9755,1,1,NA,0,0,0,0,1,5,39,RICHMOND                                                                                            
5856292,1,1,6,5/6/2020,501140.2703,2,1,NA,0,0,0,0,1,1,65,SURREY                                                                                              
9616594,0,0,6,11/5/2020,25900.79992,4,1,NA,0,0,0,0,1,7,45,KELOWNA                                                                                             
3968759,0,0,6,7/27/2020,624790.3679,2,0,198194.2137,0,0,0,0,1,0,47,SURREY                                                                                              
1533949,0,1,6,7/8/2020,32518.78597,2,0,NA,0,1,0,0,1,5,63,SURREY                                                                                              
6416859,0,0,6,4/24/2020,2190.243066,1,1,NA,1,1,0,0,1,5,69,NORTH VANCOUVER                                                                                     
8202954,0,0,6,7/31/2020,7338.968848,1,1,NA,1,1,647.6427232,0,1,3,52,PORT MOODY                                                                                          
7243872,0,0,6,4/20/2020,21945.94582,1,1,NA,0,1,375.0456796,0,1,6,55,WHISTLER                                                                                            
2778839,0,0,6,4/6/2020,37132.23646,1,0,NA,0,0,0,0,1,4,42,ABBOTSFORD                                                                                          
6852403,0,0,6,9/8/2020,9593.628216,5,1,185758.939,1,1,0,0,1,21,67,COQUITLAM                                                                                           
6426491,0,0,6,12/5/2020,19520.9523,2,0,NA,0,1,0,0,1,0,56,VANCOUVER                                                                                           
994310,0,0,6,9/2/2020,45226.25834,1,0,NA,1,0,0,0,1,1,57,NORTH VANCOUVER                                                                                     
8993467,1,0,6,6/1/2020,30601.04318,1,1,NA,1,1,643.1124787,0,1,6,48,VANCOUVER                                                                                           
601506,0,0,6,8/1/2020,20510.29121,1,0,NA,1,1,0,0,1,2,45,VANCOUVER                                                                                           
640234,1,0,6,4/20/2020,421251.68,1,1,NA,0,0,0,0,1,12,70,COQUITLAM                                                                                           
2446751,0,0,6,6/15/2020,995572.9361,2,1,NA,0,1,0,0,1,0,54,BURNABY                                                                                             
7584939,0,1,6,7/14/2020,568823.5051,3,0,NA,0,1,0,0,1,0,74,SURREY                                                                                              
5148538,0,0,6,5/15/2020,432347.3155,1,0,NA,0,1,393.4962823,0,1,0,57,DELTA                                                                                               
1464902,0,0,6,9/4/2020,19100.04571,1,1,NA,1,1,0,0,1,2,71,VANCOUVER                                                                                           
9709814,0,1,6,7/28/2020,508404.886,4,1,NA,0,0,0,0,1,7,53,SURREY                                                                                              
8262693,0,0,6,9/3/2020,32876.26739,1,1,NA,0,1,157.3345441,0,1,4,39,VANCOUVER                                                                                           
6116168,0,0,6,8/31/2020,4834.733858,2,0,NA,0,1,0,0,1,118,34,SQUAMISH                                                                                            
4092899,0,0,6,6/18/2020,28944.42709,1,0,NA,0,1,0,0,1,0,57,DELTA                                                                                               
7555645,0,0,6,8/15/2020,4088.858424,1,1,NA,0,1,1423.787182,0,1,0,37,SURREY                                                                                              
934150,1,0,6,6/20/2020,34966.07336,4,0,NA,0,1,389.779804,0,1,2,57,VANCOUVER                                                                                           
778230,0,1,6,8/11/2020,35330.10417,1,1,227519.3489,1,1,0,0,1,0,61,NORTH VANCOUVER                                                                                     
8231473,0,0,6,12/15/2020,38658.35876,2,0,NA,0,0,0,0,1,1,67,LANGLEY                                                                                             
9439027,0,1,6,8/25/2020,29623.65195,2,0,NA,0,1,1152.714049,0,1,5,51,COQUITLAM                                                                                           
6752582,1,0,6,1/6/2021,31785.03685,2,0,NA,0,0,0,0,1,0,66,VANCOUVER                                                                                           
5594587,1,0,6,4/21/2020,617264.3397,1,1,NA,1,1,2247.333716,0,1,0,38,SURREY                                                                                              
5043683,1,0,6,2/4/2021,823080.0905,4,0,NA,0,1,0,0,1,4,59,BURNABY                                                                                             
6205368,1,0,6,12/9/2020,716142.3413,1,1,NA,0,1,581.2962856,0,1,1,44,PORT MOODY                                                                                          
5788476,1,0,6,2/17/2021,16022.1222,1,1,NA,0,1,0,0,1,0,47,BURNABY                                                                                             
8080392,0,0,6,7/20/2020,26612.87344,4,0,NA,0,1,981.1661851,0,1,23,47,WHISTLER                                                                                            
7662804,0,0,6,4/29/2020,478960.389,3,0,NA,1,1,0,0,1,2,52,SURREY                                                                                              
5530202,0,0,6,7/8/2020,5368.356187,1,1,NA,1,1,2397.913184,0,1,22,78,VANCOUVER                                                                                           
8465307,0,0,6,1/2/2021,13288.23422,1,1,NA,0,1,857.9910801,0,1,21,61,CHILLIWACK                                                                                          
6539468,0,0,6,11/4/2020,43096.17635,4,1,287339.975,0,1,1035.200655,0,1,3,53,VANCOUVER                                                                                           
8705341,0,0,6,5/23/2020,461564.3018,2,1,NA,1,1,976.851792,0,1,0,41,PORT COQUITLAM                                                                                      
7927414,0,0,6,6/26/2020,5312.924296,2,0,NA,0,0,0,0,1,2,47,ABBOTSFORD                                                                                          
9559226,0,0,6,9/11/2020,24035.21973,3,1,NA,0,1,1598.15271,0,1,1,57,PORT COQUITLAM                                                                                      
9466614,0,0,6,5/14/2020,629961.283,1,0,NA,0,1,1351.711315,0,1,4,38,SQUAMISH                                                                                            
6141258,0,1,6,9/9/2020,40983.28271,3,0,NA,0,0,0,0,1,19,58,NORTH VANCOUVER                                                                                     
1965381,1,0,6,1/14/2021,34096.54488,1,1,NA,0,1,310.0137155,0,1,23,47,SURREY                                                                                              
2080013,0,0,6,6/23/2020,14215.83611,1,1,NA,1,0,0,0,1,0,61,MAPLE RIDGE                                                                                         
1225915,0,0,6,6/13/2020,475860.2612,1,0,NA,0,1,0,0,1,2,53,NORTH VANCOUVER                                                                                     
9256022,0,0,6,6/29/2020,8847.787952,1,1,NA,1,1,0,0,1,33,51,VANCOUVER                                                                                           
8679150,0,0,6,2/1/2021,28025.35863,3,0,NA,1,1,0,0,1,3,59,WHITE ROCK                                                                                          
8478762,0,1,6,9/9/2020,1543663.696,6,1,NA,0,1,2114.159335,0,1,0,56,BURNABY                                                                                             
6955687,0,0,6,8/31/2020,1815.95856,3,1,NA,0,1,0,0,1,24,49,MISSION                                                                                             
7301361,0,0,6,12/4/2020,30647.29388,1,1,NA,1,1,233.987735,0,1,3,40,COQUITLAM                                                                                           
6218250,0,0,6,6/22/2020,9122.390625,1,0,NA,0,0,0,0,1,0,48,COQUITLAM                                                                                           
3607425,0,0,6,6/28/2020,31182.82138,1,1,NA,0,1,0,0,1,0,36,VANCOUVER                                                                                           
5694789,0,0,6,8/11/2020,44695.85001,3,0,NA,0,1,0,0,1,0,61,BURNABY                                                                                             
2618626,0,1,6,9/3/2020,4018.901109,1,1,NA,0,1,0,0,1,4,64,VANCOUVER                                                                                           
3662267,0,0,6,12/10/2020,35859.7056,1,1,NA,0,0,0,0,1,2,61,NORTH VANCOUVER                                                                                     
3586040,0,0,6,1/8/2021,23435.29911,1,1,NA,1,1,2233.373215,0,1,32,44,FURRY CREEK                                                                                         
2504443,0,0,6,7/3/2020,13498.10054,2,1,NA,0,0,0,0,1,8,69,BURNABY                                                                                             
4053166,1,0,6,12/10/2020,48313.52034,1,0,NA,0,1,544.1762973,0,1,3,46,SURREY                                                                                              
5936271,1,0,6,2/3/2021,16665.48004,4,1,NA,0,0,0,0,1,0,68,RICHMOND                                                                                            
6458878,0,0,6,4/23/2020,542693.5914,1,1,NA,0,1,1880.96943,0,1,2,83,BURNABY                                                                                             
3243784,1,0,6,2/16/2021,33245.95224,3,0,NA,0,1,0,0,1,1,86,VANCOUVER                                                                                           
5581266,0,0,6,1/5/2021,10315.36993,1,1,NA,0,0,0,0,1,0,46,CHILLIWACK                                                                                          
189883,0,1,6,8/11/2020,11399.40151,3,0,NA,0,1,2467.956967,0,1,32,52,VANCOUVER                                                                                           
2326493,0,0,6,6/11/2020,499798.6057,1,1,NA,0,1,0,0,1,0,31,BURNABY                                                                                             
9274557,0,0,6,6/19/2020,20643.16877,1,0,NA,0,1,0,0,1,0,65,PORT MOODY                                                                                          
5843041,0,0,6,4/14/2020,102753.9267,4,0,NA,0,1,1460.394404,0,1,0,47,SURREY                                                                                              
8854176,1,0,6,2/19/2021,489163.4563,2,0,NA,0,1,171.4366835,0,1,1,65,BOWEN ISLAND                                                                                        
3836135,1,0,6,2/9/2021,5773.196594,2,1,NA,0,1,0,0,1,89,52,SURREY                                                                                              
9622209,0,0,6,2/10/2021,22898.23855,1,1,NA,0,0,0,0,1,0,70,CHILLIWACK                                                                                          
8139681,0,0,6,12/2/2020,70723.44448,1,0,NA,0,0,0,0,1,4,61,ALDERGROVE                                                                                          
9126808,0,0,6,8/4/2020,45953.95145,4,0,NA,0,1,0,0,1,0,46,BURNABY                                                                                             
3065661,0,0,6,12/14/2020,46947.20922,3,0,64945.85383,0,0,0,0,1,3,74,VANCOUVER                                                                                           
112043,1,0,6,12/1/2020,6506.668516,1,1,NA,0,1,285.457693,0,1,4,55,VANCOUVER                                                                                           
3385800,0,0,6,12/1/2020,813457.1075,6,0,NA,0,0,0,0,1,1,34,BURNABY                                                                                             
2572421,1,0,6,1/18/2021,485126.4419,4,1,NA,0,0,0,0,1,76,76,VANCOUVER                                                                                           
8215556,0,0,6,12/1/2020,43911.86617,1,1,NA,1,0,0,0,1,1,56,MAPLE RIDGE                                                                                         
2535085,0,0,6,7/9/2020,17130.86361,2,0,NA,0,1,381.963857,0,1,1,45,MAPLE RIDGE                                                                                         
6738412,0,0,6,8/6/2020,432824.5252,2,0,NA,1,1,1102.038102,0,1,2,42,VANCOUVER                                                                                           
6422183,0,0,6,4/21/2020,31629.4764,2,0,NA,0,1,0,0,1,0,64,COQUITLAM                                                                                           
4177006,1,0,6,4/18/2020,1291645,2,1,NA,0,1,764.9795132,0,1,7,63,SURREY                                                                                              
9848216,0,0,6,8/26/2020,931507.1646,2,1,NA,0,0,0,0,1,4,49,VANCOUVER                                                                                           
199787,0,0,6,2/5/2021,41565.07877,2,1,NA,0,1,0,0,1,0,58,PITT MEADOWS                                                                                        
8554076,0,0,6,1/8/2021,47256.04828,1,0,NA,0,1,1358.862229,0,1,0,58,COQUITLAM                                                                                           
5985058,1,0,6,4/28/2020,1499798.784,5,1,70313.23285,0,1,0,0,1,0,43,CHILLIWACK                                                                                          
2332623,0,1,6,8/25/2020,6336.37302,1,1,NA,1,1,1276.407493,0,1,29,39,VANCOUVER                                                                                           
3040267,0,0,6,8/24/2020,37816.41023,1,0,NA,0,1,0,0,1,0,62,VICTORIA                                                                                            
5400500,0,0,6,6/3/2020,770069.0402,4,0,NA,0,0,0,0,1,0,38,RICHMOND                                                                                            
770697,1,0,6,6/9/2020,6280.184512,1,1,NA,0,1,2165.301696,0,1,4,71,SURREY                                                                                              
2427214,1,0,6,2/9/2021,25344.87949,1,1,NA,0,1,0,0,1,1,59,LANGLEY                                                                                             
5986025,0,0,6,12/11/2020,28071.30437,1,1,NA,0,1,1013.013308,0,1,5,60,BURNABY                                                                                             
7828985,0,0,6,8/28/2020,17201.611,3,1,NA,0,1,0,0,1,29,63,COQUITLAM                                                                                           
7283958,0,0,6,2/3/2021,32499.55176,2,0,NA,0,0,0,0,1,5,55,BURNABY                                                                                             
4728799,0,0,6,4/29/2020,73560.92423,4,1,NA,0,0,0,0,1,12,61,WEST KELOWNA                                                                                        
3818548,0,0,6,3/23/2020,406069.9013,2,0,NA,0,0,0,0,1,4,50,RICHMOND                                                                                            
7751022,1,0,6,4/16/2020,523396.1859,1,1,NA,1,1,1085.882997,0,1,17,30,NORTH VANCOUVER                                                                                     
4256961,0,0,6,5/12/2020,1241194.596,2,0,NA,0,0,0,0,1,5,69,NORTH VANCOUVER                                                                                     
6273214,0,1,6,6/15/2020,13912.12998,2,0,NA,0,1,0,0,1,16,50,SURREY                                                                                              
9994773,0,0,6,5/22/2020,1318328.774,1,0,NA,0,1,0,0,1,2,54,RICHMOND                                                                                            
5716026,0,0,6,5/3/2020,527155.1689,1,1,NA,0,1,28.6538192,0,1,4,42,CHILLIWACK                                                                                          
7096596,0,1,6,7/14/2020,37566.01857,3,1,NA,0,0,0,0,1,2,78,VANCOUVER                                                                                           
8162879,0,1,6,9/9/2020,345799.3762,4,0,NA,0,1,0,0,1,29,55,SURREY                                                                                              
832102,0,0,6,4/6/2020,28753.74049,1,1,NA,0,0,0,0,1,0,56,LANGLEY                                                                                             
2822410,0,0,6,5/4/2020,501988.4794,2,1,NA,1,1,423.6258054,0,1,4,60,MAPLE RIDGE                                                                                         
4593547,0,0,6,6/17/2020,461984.3112,1,0,NA,0,0,0,0,1,5,45,BURNABY                                                                                             
9763560,0,0,6,7/21/2020,67609.60995,4,1,NA,0,1,1661.938442,0,1,6,72,VANCOUVER                                                                                           
4829506,0,0,6,12/24/2020,27231.2123,4,1,NA,0,1,0,0,1,37,62,RICHMOND                                                                                            
579204,0,0,6,7/4/2020,38341.66032,3,1,NA,0,0,0,0,1,0,52,BURNABY                                                                                             
835759,1,0,6,5/20/2020,478924.773,1,0,NA,0,0,0,0,1,0,62,CRESTON                                                                                             
456160,0,0,6,8/19/2020,30070.35655,5,1,198531.4583,1,0,0,0,1,78,53,NORTH VANCOUVER                                                                                     
7488177,0,0,6,2/13/2021,39550.80701,6,0,NA,0,1,525.3590431,0,1,16,37,BURNABY                                                                                             
9565295,0,0,6,9/11/2020,85359.809,1,1,NA,1,1,2020.528586,0,1,4,59,VANCOUVER                                                                                           
9604777,0,0,6,12/8/2020,3197.726093,3,1,NA,1,0,0,0,1,0,57,SURREY                                                                                              
2055578,0,0,6,11/7/2020,986726.7044,4,1,NA,0,0,0,0,1,12,71,BURNABY                                                                                             
9062862,1,0,6,6/16/2020,1618582.87,1,1,161311.0099,0,1,1553.289262,0,1,0,41,MAPLE RIDGE                                                                                         
9605196,0,1,6,7/6/2020,46970.54734,2,1,NA,0,0,0,0,1,81,40,NORTH VANCOUVER                                                                                     
5261044,0,1,6,8/28/2020,35182.68374,1,1,NA,0,1,0,0,1,29,56,WHISTLER                                                                                            
4984817,0,1,6,9/3/2020,23745.13898,1,1,NA,1,0,0,0,1,36,50,VANCOUVER                                                                                           
8887427,0,0,6,12/18/2020,22427.40417,1,1,NA,0,1,1315.930929,0,1,61,65,VANCOUVER                                                                                           
8846650,1,0,6,4/8/2020,473866.7552,1,1,NA,0,0,0,0,1,2,57,PORT COQUITLAM                                                                                      
8490228,0,0,6,5/26/2020,18980.42158,2,1,NA,0,1,0,0,1,76,53,BONNINGTON                                                                                          
1064621,0,0,6,7/28/2020,7584.790719,4,1,NA,0,1,0,0,1,0,64,VANCOUVER                                                                                           
6993910,1,0,6,4/20/2020,645304.6827,2,0,NA,0,1,181.7983097,0,1,0,57,SURREY                                                                                              
568046,1,0,6,3/23/2020,1040043.897,4,1,NA,0,1,0,0,1,0,43,NANOOSE BAY                                                                                         
2154745,0,0,6,12/1/2020,30362.3404,1,1,NA,1,1,507.067128,0,1,7,54,SURREY                                                                                              
7935951,0,0,6,2/2/2021,38161.89929,1,1,NA,1,1,0,0,1,11,32,MAPLE RIDGE                                                                                         
7315587,0,0,6,2/3/2021,11819.8299,2,1,NA,1,1,0,0,1,9,58,SURREY                                                                                              
2981578,0,0,6,7/28/2020,5682.250772,3,0,NA,0,1,0,0,1,0,48,SECHELT                                                                                             
7759660,0,1,6,7/30/2020,40288.4322,2,0,NA,0,0,0,0,1,0,55,VANCOUVER                                                                                           
5755940,0,0,6,7/31/2020,13969.33782,6,1,NA,0,0,0,0,1,4,63,BURNABY                                                                                             
8948588,1,0,6,1/12/2021,36755.27367,3,1,NA,0,1,2348.097795,0,1,9,65,VANCOUVER                                                                                           
2952484,0,0,6,2/9/2021,770945.5081,3,0,NA,0,1,769.1564946,0,1,10,52,GARIBALDI HIGHLANDS                                                                                 
7508303,0,0,6,7/22/2020,7037.755312,1,1,NA,1,1,0,0,1,3,62,VICTORIA                                                                                            
6191811,1,0,6,4/2/2020,965872.0603,1,1,NA,0,1,2148.712387,0,1,1,62,NEW WESTMINSTER                                                                                     
2672837,0,0,6,4/22/2020,825566.4884,3,0,NA,1,0,0,0,1,8,48,DELTA                                                                                               
7853245,0,0,6,6/4/2020,135.3956994,1,0,NA,0,1,2108.834564,0,1,4,52,RICHMOND                                                                                            
6089677,0,0,6,4/1/2020,510533.7394,2,0,NA,0,1,0,0,1,1,46,CHILLIWACK                                                                                          
1991657,1,0,6,5/30/2020,22802.83439,1,1,NA,0,1,0,0,1,1,46,SURREY                                                                                              
3587719,0,1,6,7/14/2020,88238.91487,4,1,NA,0,1,177.5324168,0,1,0,73,CHILLIWACK                                                                                          
1643393,0,0,6,8/11/2020,597088.5518,5,1,NA,0,1,1070.025648,0,1,1,74,WEST VANCOUVER                                                                                      
463533,0,0,6,12/14/2020,499538.4295,3,1,NA,1,1,2367.134314,0,1,3,53,VANCOUVER                                                                                           
7872640,0,0,6,8/24/2020,275969.5488,2,1,NA,1,0,0,0,1,0,61,VANCOUVER                                                                                           
2302498,1,0,6,4/23/2020,494965.9119,1,1,NA,1,1,755.060511,0,1,7,67,SURREY                                                                                              
4367437,0,0,6,1/12/2021,17632.03626,3,1,NA,0,0,0,0,1,36,49,MISSION                                                                                             
663721,1,0,6,11/3/2020,243080.5863,2,1,NA,1,1,0,0,1,1,56,VANCOUVER                                                                                           
8766879,0,0,6,9/11/2020,561949.2415,6,0,NA,0,1,1825.299784,0,1,2,53,VANCOUVER                                                                                           
