,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
0,2613,0,0,3,7/15/2020,944.35,2,1,,0,0,0,0,1,45,49,SURREY                                                                                              ,
1,3382,1,1,3,1/21/2021,1589.61,2,0,,0,1,676.3478734,0,1,25,69,PENDER ISLAND                                                                                       ,
2,3927,1,1,3,8/14/2020,1000,3,1,,0,1,326.5567662,0,1,0,59,BURNABY                                                                                             ,
3,4065,1,1,3,6/26/2020,219.41,1,0,,0,1,0,0,1,0,71,VANCOUVER                                                                                           ,
4,4221,0,0,3,12/18/2020,76.09,1,0,,0,1,1315.930929,0,1,66,65,VANCOUVER                                                                                           ,
5,6261,0,0,3,12/18/2020,1965.48,2,0,,1,1,1879.864962,0,1,0,67,COQUITLAM                                                                                           ,
6,6896,0,0,3,8/19/2020,24352.46,4,0,,1,1,0,0,1,49,34,DELTA                                                                                               ,
7,7121,1,1,3,12/10/2020,4015.01,2,1,,0,1,0,0,1,4,58,VANCOUVER                                                                                           ,
8,12411,1,1,3,2/6/2021,44.3,1,1,,0,1,0,0,1,0,34,SURREY                                                                                              ,
9,13063,0,0,3,4/6/2020,698591.6412,1,1,,0,1,235.5424492,1,1,22,46,NORTH BAY                                                                                           ,
10,13568,0,0,3,6/10/2020,545363.245,4,0,,0,1,0,1,1,34,70,SURREY                                                                                              ,
11,14150,0,0,3,6/8/2020,462693.1882,1,1,,1,0,0,1,1,0,54,VANCOUVER                                                                                           ,
12,14765,1,1,3,8/8/2020,545,3,0,,0,1,0,0,1,0,50,SURREY                                                                                              ,
13,16022,1,1,3,2/1/2021,66798.52,6,0,,1,1,76.48051914,0,1,4,41,VICTORIA                                                                                            ,
14,20010,0,0,3,2/9/2021,3778.77,2,0,,0,1,1780.099169,0,1,88,63,SURREY                                                                                              ,
15,20245,1,1,3,11/2/2020,1408.63,1,1,,0,1,1824.682157,0,1,1,48,LIONS BAY                                                                                           ,
16,21098,0,0,3,7/30/2020,0,1,0,,0,1,0,0,1,0,57,SURREY                                                                                              ,
17,22194,1,1,3,9/3/2020,1000,2,1,,1,0,0,0,1,1,50,SURREY                                                                                              ,
18,22491,0,0,3,2/18/2021,35785.31,1,1,,1,0,0,0,1,0,54,SURREY                                                                                              ,
19,23916,0,0,3,5/15/2020,408007.9864,1,1,,0,1,0,1,1,21,61,MISSION                                                                                             ,
20,27481,0,0,3,4/15/2020,250000,2,0,,0,1,0,0,1,0,62,PORT MOODY                                                                                          ,
21,28995,1,1,3,6/13/2020,1005.5,1,1,60179.85092,1,1,2439.940048,0,1,22,65,PORT COQUITLAM                                                                                      ,
22,32196,0,0,3,9/10/2020,1300.53,2,0,,1,0,0,0,1,5,53,SURREY                                                                                              ,
23,33474,1,1,3,1/16/2021,447.78,1,0,,0,1,0,0,1,16,42,BRACKENDALE                                                                                         ,
24,34604,0,0,3,8/26/2020,988.16,1,0,,1,1,0,0,1,2,35,VANCOUVER                                                                                           ,
25,35212,0,0,3,6/22/2020,3368.77,2,1,,0,0,0,0,1,48,41,SURREY                                                                                              ,
26,37170,0,0,3,6/16/2020,44.23,1,0,,0,1,0,0,1,0,36,BURNABY                                                                                             ,
27,39588,0,0,3,12/2/2020,14270.2,2,1,,0,1,0,0,1,41,71,VANCOUVER                                                                                           ,
28,39723,0,0,3,5/22/2020,1462.71,1,0,,0,1,0,0,1,2,54,RICHMOND                                                                                            ,
29,41267,0,0,3,2/10/2021,300902.47,3,0,,0,1,50.91379142,0,1,99,59,LANGLEY                                                                                             ,
30,44050,0,0,3,5/26/2020,1488.25,2,0,,0,1,0,0,1,81,53,BONNINGTON                                                                                          ,
31,45723,0,0,3,11/4/2020,2297.63,1,0,,1,1,1244.538948,0,1,10,54,PORT MOODY                                                                                          ,
32,52231,1,1,3,1/6/2021,1008579.95,2,1,,0,1,484.5639509,0,1,0,54,SURREY                                                                                              ,
33,52975,0,0,3,2/3/2021,1240.72,2,0,,0,1,2404.307417,0,1,0,53,BURNABY                                                                                             ,
34,53324,1,1,3,12/2/2020,270.01,1,1,,0,1,2051.849459,0,1,6,62,COQUITLAM                                                                                           ,
35,53756,0,0,3,4/21/2020,470987.0621,1,0,,0,0,0,1,1,11,57,WEST VANCOUVER                                                                                      ,
36,54313,0,0,3,6/8/2020,702.05,1,0,,1,1,0,0,1,2,32,BURNABY                                                                                             ,
37,55716,1,1,3,8/21/2020,524018.5,6,1,,0,1,0,0,1,144,68,BURNABY                                                                                             ,
38,57154,0,0,3,7/20/2020,356.29,1,0,,0,1,668.5957468,0,1,44,53,COQUITLAM                                                                                           ,
39,57975,0,0,3,9/15/2020,40470.18,3,0,,0,0,0,0,1,22,61,BURNABY                                                                                             ,
40,58411,0,0,3,5/28/2020,1297,1,0,,0,1,0,0,1,2,66,VANCOUVER                                                                                           ,
41,58428,0,0,3,2/3/2021,7458.06,3,0,,1,1,0,0,1,5,58,SURREY                                                                                              ,
42,58643,0,0,3,2/4/2021,1000,1,0,,1,1,0,0,1,0,42,RICHMOND                                                                                            ,
43,62086,0,0,3,4/23/2020,439715.4264,1,1,,0,0,0,1,1,6,76,PORT COQUITLAM                                                                                      ,
44,63192,1,1,3,8/19/2020,495,1,0,,0,1,0,0,1,0,46,COQUITLAM                                                                                           ,
45,66163,0,0,3,2/9/2021,942077.89,3,1,197118.0382,0,1,609.0171116,0,1,9,52,SURREY                                                                                              ,
46,67105,1,1,3,3/26/2020,502000.04,2,1,,1,1,0,0,1,0,32,VICTORIA                                                                                            ,
47,67145,1,1,3,12/4/2020,75.15,1,1,,0,1,46.12517619,0,1,2,89,VANCOUVER                                                                                           ,
48,70046,0,0,3,2/13/2021,4209.53,5,0,,1,1,1183.889188,0,1,16,58,CHILLIWACK                                                                                          ,
49,74046,0,0,3,2/18/2021,5200.5,1,1,,0,1,0,0,1,3,35,SIDNEY                                                                                              ,
50,74167,1,1,3,6/30/2020,11400.64,1,0,,0,0,0,0,1,0,41,TSAWWASSEN                                                                                          ,
51,75442,1,1,3,6/24/2020,332408.74,2,0,,0,0,0,0,1,0,49,ABBOTSFORD                                                                                          ,
52,75524,0,0,3,5/4/2020,408007.1191,1,1,,0,1,1088.192912,1,1,68,39,NEW WESTMINSTER                                                                                     ,
53,80032,0,0,3,11/4/2020,2000,3,1,,0,0,0,0,1,0,51,VANCOUVER                                                                                           ,
54,80366,1,1,3,4/7/2020,679936.7034,5,0,,0,1,2255.516751,1,1,0,42,DELTA                                                                                               ,
55,81507,1,1,3,6/19/2020,199718.71,3,1,,0,1,833.1123151,0,1,22,66,SURREY                                                                                              ,
56,82304,1,1,3,8/5/2020,1129398.55,4,1,,0,1,0,0,1,1,79,BURNABY                                                                                             ,
57,84921,0,0,3,2/18/2021,1100064.71,4,1,,1,1,0,0,1,1,41,PORT COQUITLAM                                                                                      ,
58,85009,1,1,3,12/8/2020,384.26,2,0,,0,1,0,0,1,6,45,WEST VANCOUVER                                                                                      ,
59,86470,1,1,3,8/11/2020,640165,3,0,,1,1,2176.980189,0,1,0,47,SURREY                                                                                              ,
60,86568,0,0,3,4/2/2020,522849.241,1,1,,1,1,1931.194588,1,1,0,43,RICHMOND                                                                                            ,
61,89742,0,0,3,11/6/2020,0,1,0,,0,1,617.2190213,0,1,0,39,GARIBALDI HIGHLANDS                                                                                 ,
62,95502,1,1,3,12/5/2020,2921.5,2,1,,0,1,1337.003591,0,1,6,48,RICHMOND                                                                                            ,
63,97991,0,0,3,3/21/2020,255656.66,2,1,,0,0,0,0,1,27,63,BURNABY                                                                                             ,
64,102371,1,1,3,2/13/2021,876853.16,2,1,,0,1,2386.211688,0,1,2,71,WEST VANCOUVER                                                                                      ,
65,102767,0,0,3,7/10/2020,25830.05,2,1,,0,1,930.1036821,0,1,1,72,NORTH VANCOUVER                                                                                     ,
66,111122,0,0,3,5/14/2020,131.98,2,0,,0,0,0,0,1,35,36,SURREY                                                                                              ,
67,111521,0,0,3,7/23/2020,5344.62,1,1,134890.4863,0,1,0,0,1,5,61,MAPLE RIDGE                                                                                         ,
68,112178,1,1,3,12/15/2020,553229.43,3,1,,1,1,1277.008792,0,1,0,69,LANGLEY                                                                                             ,
69,113498,1,1,3,1/19/2021,17322.96,2,1,,0,0,0,0,1,3,66,CHILLIWACK                                                                                          ,
70,114836,1,1,3,2/18/2021,41270.43,4,0,,0,1,0,0,1,93,69,NEW WESTMINSTER                                                                                     ,
71,118726,1,1,3,6/12/2020,250.77,1,0,260135.8073,0,1,1653.193106,0,1,2,53,VANCOUVER                                                                                           ,
72,118738,1,1,3,1/21/2021,1952.41,3,1,,0,0,0,0,1,6,70,NANAIMO                                                                                             ,
73,119162,1,1,3,9/9/2020,552.94,3,1,,1,1,254.4904711,0,1,0,50,COQUITLAM                                                                                           ,
74,119550,1,1,3,1/6/2021,1884.01,1,1,,0,0,0,0,1,25,53,SURREY                                                                                              ,
75,119552,0,0,3,5/12/2020,451664.4321,1,1,,1,1,0,1,1,1,47,SURREY                                                                                              ,
76,121617,1,1,3,5/15/2020,430475.4561,1,0,,0,1,393.4962823,1,1,0,57,DELTA                                                                                               ,
77,122064,1,1,3,2/11/2021,18942.47,2,1,,0,0,0,0,1,10,49,VICTORIA                                                                                            ,
78,122172,0,0,3,12/15/2020,612872,2,0,,0,0,0,0,1,0,72,VANCOUVER                                                                                           ,
79,123420,1,1,3,3/24/2020,250,1,0,,0,0,0,0,1,0,53,WHISTLER                                                                                            ,
80,124248,0,0,3,6/5/2020,473828.5888,1,1,,0,1,1395.714715,1,1,20,39,VICTORIA                                                                                            ,
81,126353,0,0,3,12/9/2020,369480.95,2,0,,0,1,0,0,1,1,54,SURREY                                                                                              ,
82,129373,0,0,3,5/29/2020,434818.2246,1,1,,0,1,0,1,1,10,58,NORTH VANCOUVER                                                                                     ,
83,134967,1,1,3,5/21/2020,462812.2893,1,1,,1,0,0,1,1,39,55,VANCOUVER                                                                                           ,
84,138177,1,1,3,11/6/2020,1076008.07,3,0,,0,1,0,0,1,0,59,VANCOUVER                                                                                           ,
85,140252,1,1,3,7/18/2020,25,1,1,,1,1,0,0,1,4,65,PITT MEADOWS                                                                                        ,
86,143459,1,1,3,3/25/2020,500000,2,1,,0,1,1146.161988,1,1,0,71,BOWEN ISLAND                                                                                        ,
87,144138,0,0,3,1/13/2021,649088.97,2,0,,1,1,0,0,1,0,39,SURREY                                                                                              ,
88,146990,0,0,3,4/15/2020,450308.13,3,1,,0,1,0,1,1,0,61,DELTA                                                                                               ,
89,148871,0,0,3,9/8/2020,4212.33,3,0,,0,1,1551.856075,0,1,87,40,VICTORIA                                                                                            ,
90,149011,0,0,3,2/16/2021,2767.43,3,0,,0,1,0,0,1,8,50,VANCOUVER                                                                                           ,
91,152065,0,0,3,3/26/2020,193155.29,2,0,,0,1,0,0,1,0,37,GARIBALDI HIGHLANDS                                                                                 ,
92,153246,1,1,3,4/16/2020,632386.2823,2,1,,0,1,260.2847383,1,1,0,37,VANCOUVER                                                                                           ,
93,154983,0,0,3,3/25/2020,719852.94,3,1,,0,1,429.4122115,1,1,2,52,VANCOUVER                                                                                           ,
94,156400,1,1,3,8/12/2020,21689.47,2,1,,1,1,0,0,1,47,46,VANCOUVER                                                                                           ,
95,156823,0,0,3,1/19/2021,1419172.98,2,1,,1,0,0,0,1,1,59,VANCOUVER                                                                                           ,
96,157751,0,0,3,4/2/2020,250020,2,0,,0,1,2482.496154,0,1,0,85,SURREY                                                                                              ,
97,160099,1,1,3,12/21/2020,87085.18,3,0,,0,1,1172.028391,0,1,3,64,GARDEN BAY                                                                                          ,
98,160983,0,0,3,6/2/2020,427738.252,3,1,,0,1,2376.783603,1,1,100,72,SURREY                                                                                              ,
99,161246,0,0,3,2/19/2021,620425.81,3,1,,0,1,1454.791621,0,1,0,82,SURREY                                                                                              ,
100,161510,0,0,3,1/20/2021,6256.25,2,1,,1,1,2209.574845,0,1,0,47,VANCOUVER                                                                                           ,
101,161680,1,1,3,12/21/2020,7099.06,3,1,,0,1,0,0,1,21,81,BURNABY                                                                                             ,
102,165547,1,1,3,9/3/2020,0,1,1,,1,1,2103.083622,0,1,3,63,SURREY                                                                                              ,
103,167243,0,0,3,1/5/2021,100000.07,2,0,,0,0,0,0,1,0,57,OSOYOOS                                                                                             ,
104,167609,1,1,3,5/13/2020,375958.59,3,1,,0,1,1741.993324,0,1,1,32,MISSION                                                                                             ,
105,170220,1,1,3,7/18/2020,529533.63,3,1,,0,0,0,0,1,11,40,NEW WESTMINSTER                                                                                     ,
106,172736,0,0,3,9/1/2020,1254294.36,3,0,,0,1,0,0,1,2,53,WEST VANCOUVER                                                                                      ,
107,173755,1,1,3,7/7/2020,3662.1,2,1,,0,1,691.1146433,0,1,17,54,VANCOUVER                                                                                           ,
108,175683,1,1,3,2/1/2021,194.85,3,1,,0,1,59.89095241,0,1,4,78,LANGLEY                                                                                             ,
109,178092,0,0,3,4/28/2020,402442.35,3,1,,1,1,2084.663874,1,1,0,52,MAPLE RIDGE                                                                                         ,
110,178237,1,1,3,5/12/2020,1199910.37,2,0,,0,0,0,1,1,5,69,NORTH VANCOUVER                                                                                     ,
111,178724,1,1,3,4/21/2020,596858.3341,2,1,174957.039,0,1,1954.664503,1,1,1,35,RICHMOND                                                                                            ,
112,180050,0,0,3,4/25/2020,7586.3,2,1,,1,1,2516.467395,0,1,60,49,COQUITLAM                                                                                           ,
113,183080,1,1,3,5/12/2020,464899.0787,1,0,,0,1,285.780266,1,1,0,61,BURNABY                                                                                             ,
114,183204,0,0,3,12/17/2020,0,2,0,,0,1,0,0,1,0,54,ABBOTSFORD                                                                                          ,
115,183463,0,0,3,2/16/2021,1000.45,2,0,,0,1,1414.599457,0,1,3,49,CHILLIWACK                                                                                          ,
116,184056,1,1,3,1/21/2021,1157676.58,4,0,,0,1,0,0,1,1,52,VANCOUVER                                                                                           ,
117,184132,1,1,3,6/8/2020,1840.69,4,1,,0,0,0,0,1,4,73,WEST VANCOUVER                                                                                      ,
118,186194,0,0,3,5/5/2020,656027.05,3,1,,0,1,0,1,1,32,38,VANCOUVER                                                                                           ,
119,186752,0,0,3,6/3/2020,536842.0227,3,0,81765.00637,0,0,0,1,1,2,60,BURNABY                                                                                             ,
120,187248,0,0,3,12/10/2020,922553.72,2,0,,0,1,0,0,1,2,75,WHITE ROCK                                                                                          ,
121,189083,0,0,3,1/21/2021,18460.55,1,0,,1,1,489.9492745,0,1,3,68,CHILLIWACK                                                                                          ,
122,189734,0,0,3,9/18/2020,393.44,1,1,,0,1,0,0,1,48,74,SURREY                                                                                              ,
123,192698,0,0,3,2/17/2021,6155.62,1,1,,0,1,0,0,1,23,36,KAMLOOPS                                                                                            ,
124,194827,0,0,3,6/13/2020,989445.21,2,1,,0,1,2490.055798,1,1,1,55,SURREY                                                                                              ,
125,196713,1,1,3,4/2/2020,439415.9734,2,0,150660.5098,0,1,0,1,1,0,67,GIBSONS                                                                                             ,
126,198144,0,0,3,2/17/2021,1240.16,2,1,,0,1,969.5993047,0,1,0,54,PORT COQUITLAM                                                                                      ,
127,198480,1,1,3,9/12/2020,48914.68,3,0,,0,1,1664.35782,0,1,4,35,COQUITLAM                                                                                           ,
128,199098,0,0,3,8/14/2020,80.94,1,1,,0,1,2207.638981,0,1,33,71,SURREY                                                                                              ,
129,199223,1,1,3,4/6/2020,30080,2,1,,0,0,0,0,1,0,76,SURREY                                                                                              ,
130,200282,0,0,3,7/25/2020,6413.76,2,1,282193.5001,0,1,0,0,1,5,44,VANCOUVER                                                                                           ,
131,201488,1,1,3,8/20/2020,19842.5,1,0,,0,1,549.3462458,0,1,1,70,SURREY                                                                                              ,
132,202040,0,0,3,9/12/2020,0.55,1,0,,0,0,0,0,1,0,47,PORT MOODY                                                                                          ,
133,202427,1,1,3,8/10/2020,4.37,1,1,,0,1,0,0,1,23,57,BURNABY                                                                                             ,
134,203175,1,1,3,7/9/2020,100000,2,0,,0,1,0,0,1,0,74,VICTORIA                                                                                            ,
135,204586,1,1,3,8/17/2020,7430.86,4,1,,1,1,0,0,1,1,57,VANCOUVER                                                                                           ,
136,205674,1,1,3,7/7/2020,296230.48,2,0,,0,1,0,0,1,0,42,VICTORIA                                                                                            ,
137,209118,0,0,3,4/30/2020,224.33,1,1,,0,1,466.0007532,0,1,45,55,VANCOUVER                                                                                           ,
138,209858,0,0,3,6/16/2020,631900.8411,2,0,,0,1,0,1,1,0,48,SURREY                                                                                              ,
139,210175,1,1,3,4/2/2020,566113.62,2,1,,0,1,816.743606,1,1,2,57,MAPLE RIDGE                                                                                         ,
140,210717,0,0,3,8/11/2020,563861.67,4,0,,0,1,0,0,1,0,60,VANCOUVER                                                                                           ,
141,211216,1,1,3,4/1/2020,494580.55,3,0,,0,1,0,1,1,1,46,CHILLIWACK                                                                                          ,
142,212414,0,0,3,5/2/2020,479.81,3,1,,0,1,849.2405687,0,1,13,36,SURREY                                                                                              ,
143,213432,1,1,3,9/17/2020,64.3,1,1,,0,0,0,0,1,12,51,NORTH VANCOUVER                                                                                     ,
144,213505,1,1,3,8/10/2020,672041.37,3,1,,0,1,0,0,1,4,44,COQUITLAM                                                                                           ,
145,214480,0,0,3,5/22/2020,462527.4225,1,1,,0,1,2070.741114,1,1,11,41,NANAIMO                                                                                             ,
146,220881,1,1,3,8/26/2020,9249.24,2,0,,0,0,0,0,1,0,44,NORTH VANCOUVER                                                                                     ,
147,224130,0,0,3,1/4/2021,19.65,1,1,,1,0,0,0,1,4,55,SURREY                                                                                              ,
148,230885,1,1,3,5/8/2020,605.55,1,1,,0,1,1166.965724,0,1,0,36,MAPLE RIDGE                                                                                         ,
149,232199,0,0,3,7/13/2020,0,1,0,,0,0,0,0,1,0,35,VERNON                                                                                              ,
150,232958,0,0,3,3/23/2020,434515.3772,2,0,,0,1,0,1,1,4,40,MAPLE RIDGE                                                                                         ,
151,233435,0,0,3,8/18/2020,3526.78,2,0,,0,1,221.6336393,0,1,2,47,LANGLEY                                                                                             ,
152,236002,0,0,3,9/8/2020,0,1,0,,0,1,1280.165066,0,1,0,69,LANGLEY                                                                                             ,
153,240009,0,0,3,8/12/2020,7628.11,1,0,,0,0,0,0,1,1,43,VANCOUVER                                                                                           ,
154,242120,1,1,3,8/11/2020,550454.96,3,0,,0,0,0,0,1,0,35,SURREY                                                                                              ,
155,243966,0,0,3,9/3/2020,10585.52,1,0,,0,1,385.1761478,0,1,22,50,SURREY                                                                                              ,
156,244280,1,1,3,4/7/2020,100135,2,0,,0,1,2356.8146,0,1,0,30,RICHMOND                                                                                            ,
157,247174,1,1,3,6/23/2020,1004.07,2,0,,0,1,0,0,1,0,32,MISSION                                                                                             ,
158,247332,1,1,3,4/8/2020,423706.9087,1,0,,0,0,0,1,1,0,55,RICHMOND                                                                                            ,
159,247903,0,0,3,5/12/2020,173508.73,3,0,,0,1,0,0,1,4,42,RICHMOND                                                                                            ,
160,248267,0,0,3,1/15/2021,7.82,1,1,,0,0,0,0,1,5,44,VANCOUVER                                                                                           ,
161,250435,0,0,3,9/16/2020,0,1,1,,0,1,0,0,1,0,57,COQUITLAM                                                                                           ,
162,251912,1,1,3,5/15/2020,766669.5105,2,0,,0,1,0,1,1,0,36,BURNABY                                                                                             ,
163,255046,0,0,3,8/17/2020,965193.28,4,0,,0,0,0,0,1,12,39,SURREY                                                                                              ,
164,255838,0,0,3,2/3/2021,1482845.19,4,0,,0,1,1017.581879,0,1,14,36,SURREY                                                                                              ,
165,258403,1,1,3,7/16/2020,752.13,2,1,,0,0,0,0,1,0,64,NORTH VANCOUVER                                                                                     ,
166,258715,0,0,3,2/5/2021,3962.61,2,0,,0,1,0,0,1,0,58,PITT MEADOWS                                                                                        ,
167,260610,0,0,3,6/7/2020,447032.7784,1,0,,0,0,0,1,1,0,43,COQUITLAM                                                                                           ,
168,261860,0,0,3,11/3/2020,326.8,1,0,161095.7041,1,1,0,0,1,0,38,WEST VANCOUVER                                                                                      ,
169,262209,1,1,3,1/21/2021,8914.94,2,1,,1,1,0,0,1,23,62,SURREY                                                                                              ,
170,263984,1,1,3,2/12/2021,847556.99,2,0,,0,0,0,0,1,0,59,MAPLE RIDGE                                                                                         ,
171,265262,1,1,3,9/17/2020,50.41,1,0,,0,0,0,0,1,22,61,VANCOUVER                                                                                           ,
172,266472,0,0,3,6/11/2020,1925.16,1,0,,0,1,2351.048538,0,1,5,50,ABBOTSFORD                                                                                          ,
173,268731,0,0,3,7/18/2020,3083.97,2,1,,1,1,301.8381324,0,1,0,67,DUNCAN                                                                                              ,
174,269119,0,0,3,5/27/2020,551974.2,4,1,,0,1,0,1,1,6,49,COQUITLAM                                                                                           ,
175,272000,0,0,3,8/31/2020,15,1,0,,0,1,0,0,1,0,62,VANCOUVER                                                                                           ,
176,272181,1,1,3,4/17/2020,421559.245,1,0,116388.5713,0,1,1794.489333,1,1,0,56,RICHMOND                                                                                            ,
177,275534,0,0,3,5/12/2020,1133.69,1,0,,0,1,1616.490582,0,1,52,57,NORTH VANCOUVER                                                                                     ,
178,279167,0,0,3,9/2/2020,1516.78,1,1,,0,1,340.2401129,0,1,0,51,VANCOUVER                                                                                           ,
179,282403,0,0,3,8/27/2020,896052.14,2,0,184580.475,1,1,0,0,1,0,54,VANCOUVER                                                                                           ,
180,283219,0,0,3,5/22/2020,590424.0192,1,1,,0,1,0,1,1,0,64,LANGLEY                                                                                             ,
181,283291,0,0,3,5/26/2020,703184.6086,2,1,,0,1,0,1,1,0,29,NORTH VANCOUVER                                                                                     ,
182,283757,1,1,3,1/12/2021,4239.47,3,1,,0,1,964.6081773,0,1,33,65,SURREY                                                                                              ,
183,286459,0,0,3,7/16/2020,994397.43,2,0,,0,0,0,0,1,0,53,VANCOUVER                                                                                           ,
184,288628,0,0,3,7/7/2020,11.62,1,1,,0,1,1081.817313,0,1,34,44,ABBOTSFORD                                                                                          ,
185,288752,0,0,3,2/17/2021,6032.07,3,0,,0,1,0,0,1,0,77,VANCOUVER                                                                                           ,
186,290881,0,0,3,8/28/2020,728232.29,2,1,,0,1,0,0,1,0,63,VICTORIA                                                                                            ,
187,291141,0,0,3,8/5/2020,15967.45,2,0,,0,1,0,0,1,42,76,SURREY                                                                                              ,
188,292793,0,0,3,2/12/2021,721794.46,4,1,,0,0,0,0,1,0,48,BURNABY                                                                                             ,
189,296420,1,1,3,9/9/2020,162.13,1,0,,0,0,0,0,1,18,58,NORTH VANCOUVER                                                                                     ,
190,298947,1,1,3,1/12/2021,316487.8,3,0,,0,1,609.1588762,0,1,1,62,DELTA                                                                                               ,
191,299852,0,0,3,12/18/2020,55.54,2,0,,1,0,0,0,1,32,61,BURNABY                                                                                             ,
192,300321,0,0,3,1/13/2021,10095.96,2,0,,0,1,612.029098,0,1,0,58,BURNABY                                                                                             ,
193,303836,0,0,3,2/5/2021,1408.25,2,0,,0,1,2218.377261,0,1,5,34,VICTORIA                                                                                            ,
194,305200,0,0,3,8/18/2020,495,1,0,,1,1,0,0,1,0,57,SURREY                                                                                              ,
195,306784,0,0,3,12/1/2020,640843.1,4,0,,0,0,0,0,1,2,66,BURNABY                                                                                             ,
196,307762,1,1,3,2/5/2021,213511.8,3,0,,0,1,0,0,1,0,47,VICTORIA                                                                                            ,
197,307966,1,1,3,4/22/2020,479880.2214,2,1,,1,0,0,1,1,29,48,PORT MOODY                                                                                          ,
198,311106,0,0,3,4/4/2020,491472.5585,3,1,,0,0,0,1,1,57,52,VICTORIA                                                                                            ,
199,313879,0,0,3,7/11/2020,1514.39,3,1,,1,1,1712.713289,0,1,0,50,SURREY                                                                                              ,
200,314296,0,0,3,6/18/2020,444979.7731,3,1,,1,1,1902.104737,1,1,1,50,BURNABY                                                                                             ,
201,315314,1,1,3,9/1/2020,341.46,2,1,200543.5722,0,0,0,0,1,41,67,NORTH VANCOUVER                                                                                     ,
202,317617,0,0,3,6/19/2020,5,1,0,,0,0,0,0,1,0,55,SURREY                                                                                              ,
203,317655,0,0,3,12/14/2020,601612.19,2,1,,0,0,0,0,1,1,40,PITT MEADOWS                                                                                        ,
204,319407,0,0,3,1/12/2021,20028.45,3,0,43958.89296,1,1,589.7994443,0,1,1,66,VANCOUVER                                                                                           ,
205,320266,1,1,3,5/16/2020,35.19,1,0,,0,1,0,0,1,14,88,PORT COQUITLAM                                                                                      ,
206,321737,0,0,3,7/28/2020,763761.54,2,0,,1,1,1067.812767,0,1,0,58,NORTH VANCOUVER                                                                                     ,
207,321911,0,0,3,7/18/2020,13620.53,3,0,,0,1,0,0,1,27,61,SURREY                                                                                              ,
208,325554,0,0,3,8/19/2020,820.7,3,0,,1,1,326.7930857,0,1,26,69,VANCOUVER                                                                                           ,
209,326454,0,0,3,2/1/2021,10282.32,2,1,,0,1,783.6458493,0,1,9,59,CHILLIWACK                                                                                          ,
210,326628,0,0,3,6/1/2020,439006.6881,2,1,,0,1,0,1,1,4,50,CHILLIWACK                                                                                          ,
211,326862,1,1,3,6/9/2020,480.02,1,0,,0,0,0,0,1,0,73,VANCOUVER                                                                                           ,
212,328868,0,0,3,4/2/2020,0.84,1,1,,1,1,1791.791215,0,1,9,54,BURNABY                                                                                             ,
213,330439,0,0,3,8/4/2020,2589.55,4,0,,1,1,0,0,1,35,48,SURREY                                                                                              ,
214,330753,0,0,3,7/31/2020,11606.21,4,0,,0,1,145.5466779,0,1,1,57,VANCOUVER                                                                                           ,
215,330918,0,0,3,2/18/2021,462765.45,2,1,,0,0,0,0,1,0,50,WEST VANCOUVER                                                                                      ,
216,330929,0,0,3,4/4/2020,429860.637,2,0,,1,1,0,1,1,43,34,VANCOUVER                                                                                           ,
217,331448,1,1,3,5/14/2020,12437.14,2,1,,1,1,598.3604697,0,1,0,41,VANCOUVER                                                                                           ,
218,331701,0,0,3,4/16/2020,75000.41,2,1,,1,1,1300.798884,0,1,0,38,CUMBERLAND                                                                                          ,
219,331900,1,1,3,1/18/2021,5895.91,4,1,,1,1,1758.354618,0,1,6,60,PORT COQUITLAM                                                                                      ,
220,335233,1,1,3,11/2/2020,15174.74,4,1,,1,1,0,0,1,22,63,NORTH VANCOUVER                                                                                     ,
221,337321,0,0,3,12/5/2020,22055.07,2,0,,0,1,0,0,1,3,31,SURREY                                                                                              ,
222,337725,1,1,3,4/12/2020,735056.204,1,0,,0,1,0,1,1,2,33,SURREY                                                                                              ,
223,338903,0,0,3,1/21/2021,593951.48,1,0,,0,1,0,0,1,2,76,SURREY                                                                                              ,
224,340028,1,1,3,8/12/2020,554,2,1,,0,1,0,0,1,39,63,LANGLEY                                                                                             ,
225,343468,0,0,3,12/5/2020,960170.51,4,0,,0,1,1693.301795,0,1,2,27,AGASSIZ                                                                                             ,
226,346508,0,0,3,3/25/2020,835450.49,2,1,237217.91,0,1,0,1,1,0,55,VANCOUVER                                                                                           ,
227,346653,1,1,3,6/1/2020,0,1,1,,0,1,1737.03279,0,1,0,44,SURREY                                                                                              ,
228,347012,0,0,3,8/25/2020,2396.55,1,0,,0,1,0,0,1,1,46,MAPLE RIDGE                                                                                         ,
229,347182,0,0,3,4/16/2020,250000.68,2,1,,0,1,177.6682023,0,1,0,58,WHITE ROCK                                                                                          ,
230,352589,0,0,3,9/18/2020,1173.29,2,1,,0,0,0,0,1,51,52,DELTA                                                                                               ,
231,353763,0,0,3,4/8/2020,491432.1801,1,1,252167.8539,1,0,0,1,1,0,57,VANCOUVER                                                                                           ,
232,353767,1,1,3,4/2/2020,65432.16,2,0,,0,1,2345.408689,0,1,0,39,NORTH VANCOUVER                                                                                     ,
233,354156,0,0,3,5/23/2020,464500.4303,2,0,,0,1,0,1,1,4,33,BURNABY                                                                                             ,
