,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
390,555482,0,0,3,1/5/2021,74.99,1,0,,0,0,0,0,1,0,46,CHILLIWACK                                                                                          ,
391,556370,1,1,3,5/11/2020,27026.16,3,1,,0,1,1205.800764,0,1,74,61,COQUITLAM                                                                                           ,
392,557305,0,0,3,6/9/2020,136.89,2,1,151681.5522,0,0,0,0,1,29,34,COQUITLAM                                                                                           ,
393,559710,0,0,3,6/3/2020,765205.2436,4,0,,0,0,0,1,1,1,38,RICHMOND                                                                                            ,
394,560021,0,0,3,12/1/2020,788655.14,3,1,,0,1,1729.237856,0,1,1,64,LANGLEY                                                                                             ,
395,562237,0,0,3,2/5/2021,434066.28,4,0,,0,0,0,0,1,61,70,VANCOUVER                                                                                           ,
396,566011,0,0,3,12/22/2020,500,1,1,,0,0,0,0,1,0,64,VANCOUVER                                                                                           ,
397,568855,1,1,3,9/17/2020,0,1,1,,0,1,1144.744537,0,1,0,64,VANCOUVER                                                                                           ,
398,569011,1,1,3,4/28/2020,1470300.77,2,1,70313.23285,0,1,0,0,1,0,43,CHILLIWACK                                                                                          ,
399,573088,0,0,3,5/19/2020,1230836.012,1,1,,0,1,1273.686576,1,1,0,53,SURREY                                                                                              ,
400,574436,1,1,3,5/11/2020,463669.8068,1,1,,0,1,2484.838032,1,1,1,44,ABBOTSFORD                                                                                          ,
401,575103,0,0,3,1/7/2021,22.9,1,0,,0,1,0,0,1,39,48,NORTH VANCOUVER                                                                                     ,
402,578606,1,1,3,8/12/2020,1400.97,3,1,,0,1,2307.951821,0,1,0,76,PARKSVILLE                                                                                          ,
403,583299,0,0,3,8/15/2020,15145.45,3,1,,0,1,0,0,1,22,61,LANGLEY                                                                                             ,
404,587786,0,0,3,5/12/2020,450110.6817,3,0,,0,1,1418.75248,1,1,0,44,BURNABY                                                                                             ,
405,588095,0,0,3,6/5/2020,5524.92,2,1,,0,1,1418.849746,0,1,25,49,WEST VANCOUVER                                                                                      ,
406,589400,0,0,3,7/9/2020,170777.04,2,1,,0,1,888.3365516,0,1,0,58,SURREY                                                                                              ,
407,590639,0,0,3,12/1/2020,597919.17,2,0,,0,1,1440.75854,0,1,3,53,COQUITLAM                                                                                           ,
408,590832,0,0,3,12/7/2020,31.81,1,1,,0,1,1659.073584,0,1,0,62,COQUITLAM                                                                                           ,
409,592736,0,0,3,12/1/2020,788655.14,3,0,,0,0,0,0,1,1,34,BURNABY                                                                                             ,
410,593694,1,1,3,4/9/2020,451473.3259,1,1,,0,0,0,1,1,2,54,BURNABY                                                                                             ,
411,593985,0,0,3,2/13/2021,1000.17,1,0,,0,1,2504.291973,0,1,0,55,VANCOUVER                                                                                           ,
412,594330,0,0,3,9/18/2020,884208.46,3,0,,0,0,0,0,1,0,52,VANCOUVER                                                                                           ,
413,595395,1,1,3,6/30/2020,1330.74,2,1,,1,0,0,0,1,25,55,VICTORIA                                                                                            ,
414,600442,0,0,3,4/27/2020,384569.33,3,1,,0,0,0,0,1,0,84,SURREY                                                                                              ,
415,602301,0,0,3,6/11/2020,325.06,2,0,,0,1,1600.74641,0,1,7,32,SURREY                                                                                              ,
416,602360,0,0,3,9/3/2020,662989.17,2,1,,1,1,0,0,1,1,50,WHITE ROCK                                                                                          ,
417,604350,0,0,3,7/22/2020,8016.99,3,1,,0,1,0,0,1,0,68,VANCOUVER                                                                                           ,
418,605592,0,0,3,4/29/2020,1014.32,1,0,,0,1,526.6983533,0,1,0,53,VICTORIA                                                                                            ,
419,606251,0,0,3,6/3/2020,480545.4299,4,1,,0,0,0,1,1,2,68,BURNABY                                                                                             ,
420,606573,1,1,3,5/9/2020,5312.98,1,1,,0,1,2454.810404,0,1,0,48,VANCOUVER                                                                                           ,
421,606636,0,0,3,1/5/2021,1784.59,2,0,,0,0,0,0,1,79,54,ABBOTSFORD                                                                                          ,
422,609418,1,1,3,5/12/2020,432929.1972,2,0,,0,0,0,1,1,13,70,VANCOUVER                                                                                           ,
423,610547,1,1,3,6/16/2020,17488.53,1,1,,0,1,0,0,1,31,58,LANGLEY                                                                                             ,
424,611681,1,1,3,11/4/2020,10,1,1,,0,1,0,0,1,0,86,BURNABY                                                                                             ,
425,613250,0,0,3,12/4/2020,10911.97,2,0,,1,0,0,0,1,0,56,BURNABY                                                                                             ,
426,613354,1,1,3,6/22/2020,2701.4,3,0,,1,1,175.1784339,0,1,29,36,VANCOUVER                                                                                           ,
427,614001,0,0,3,4/22/2020,453480.541,1,1,,0,1,1703.769724,1,1,1,47,MAPLE RIDGE                                                                                         ,
428,614414,0,0,3,1/8/2021,467384.99,4,1,,0,1,2526.911278,0,1,0,48,ROSEDALE                                                                                            ,
429,614522,1,1,3,5/4/2020,933389.6516,1,0,,0,1,1029.685282,1,1,1,49,BURNABY                                                                                             ,
430,614794,0,0,3,9/2/2020,715023.9,2,0,,0,0,0,0,1,0,51,BURNABY                                                                                             ,
431,616995,0,0,3,7/7/2020,13145.28,3,1,,1,1,0,0,1,9,66,SURREY                                                                                              ,
432,618375,0,0,3,2/3/2021,68.31,2,0,,0,0,0,0,1,22,54,NEW WESTMINSTER                                                                                     ,
433,618965,1,1,3,12/4/2020,3327.73,3,1,,1,1,0,0,1,4,71,VANCOUVER                                                                                           ,
434,619649,0,0,3,4/2/2020,450091.4858,2,1,,0,0,0,1,1,0,56,NANAIMO                                                                                             ,
435,620689,0,0,3,3/31/2020,557416.76,4,0,,0,1,515.2480247,0,1,1,47,COQUITLAM                                                                                           ,
436,620889,0,0,3,5/8/2020,5371.21,2,1,,0,1,0,0,1,5,68,VANCOUVER                                                                                           ,
437,621065,1,1,3,5/19/2020,1197576.51,2,1,,0,0,0,1,1,0,45,VANCOUVER                                                                                           ,
438,622230,1,1,3,2/13/2021,8566.21,4,0,,0,1,0,0,1,20,47,MAPLE RIDGE                                                                                         ,
439,622500,0,0,3,8/10/2020,1585.54,3,0,,1,1,568.6889348,0,1,53,51,ABBOTSFORD                                                                                          ,
440,625549,1,1,3,12/12/2020,22554.67,5,1,,0,1,0,0,1,16,52,VANCOUVER                                                                                           ,
441,627860,0,0,3,12/8/2020,526518.27,5,0,,1,0,0,0,1,5,50,VANCOUVER                                                                                           ,
442,629224,0,0,3,9/14/2020,17631.9,1,1,,0,1,730.1836341,0,1,11,50,BURNABY                                                                                             ,
443,629489,0,0,3,4/28/2020,471838.2751,4,0,,0,1,0,1,1,1,46,ABBOTSFORD                                                                                          ,
444,629652,1,1,3,12/11/2020,7739.63,2,0,,0,1,0,0,1,0,51,VANCOUVER                                                                                           ,
445,630973,0,0,3,2/2/2021,528.1,2,1,23982.34047,0,0,0,0,1,52,74,WEST VANCOUVER                                                                                      ,
446,631073,1,1,3,4/2/2020,653751.035,2,0,,0,1,2482.496154,1,1,0,85,SURREY                                                                                              ,
447,635290,0,0,3,7/6/2020,102645.69,3,1,,0,1,1856.336009,0,1,1,50,RICHMOND                                                                                            ,
448,642376,1,1,3,4/23/2020,888859.9698,2,0,,0,1,1862.612042,1,1,18,65,VANCOUVER                                                                                           ,
449,646043,1,1,3,7/24/2020,713063.01,2,1,,0,0,0,0,1,1,56,SECHELT                                                                                             ,
450,646994,0,0,3,4/9/2020,1469.79,1,1,,1,0,0,0,1,13,35,SURREY                                                                                              ,
451,652959,0,0,3,12/18/2020,87.82,2,1,,0,1,0,0,1,1,77,BURNABY                                                                                             ,
452,656309,1,1,3,3/30/2020,401044.6805,2,1,,0,1,843.1724058,1,1,3,51,SURREY                                                                                              ,
453,659766,1,1,3,8/26/2020,9027.25,2,1,,0,1,0,0,1,49,28,NORTH VANCOUVER                                                                                     ,
454,660814,1,1,3,5/14/2020,613299.5718,1,0,,0,1,1351.711315,1,1,1,38,SQUAMISH                                                                                            ,
455,661152,1,1,3,6/9/2020,288.07,1,0,,0,1,0,0,1,27,43,VANCOUVER                                                                                           ,
456,662039,0,0,3,3/30/2020,510000.63,2,1,,1,1,859.3452256,1,1,0,50,NORTH VANCOUVER                                                                                     ,
457,662662,0,0,3,5/12/2020,1199910.37,2,1,,0,1,591.7189843,1,1,5,38,KELOWNA                                                                                             ,
458,667721,1,1,3,9/2/2020,69236.62,4,1,,0,0,0,0,1,8,55,BURNABY                                                                                             ,
459,668045,0,0,3,7/24/2020,19117.16,1,1,,1,0,0,0,1,4,48,PORT COQUITLAM                                                                                      ,
460,669225,1,1,3,8/8/2020,31543.13,2,1,,0,1,0,0,1,1,51,BURNABY                                                                                             ,
461,671358,1,1,3,8/6/2020,28.94,1,1,,1,1,0,0,1,25,65,BURNABY                                                                                             ,
462,674695,1,1,3,8/2/2020,409500,2,1,,0,1,0,0,1,0,60,VANCOUVER                                                                                           ,
463,674899,0,0,3,1/12/2021,0,1,1,,0,1,1724.706654,0,1,0,59,VANCOUVER                                                                                           ,
464,677968,0,0,3,5/9/2020,455245.6695,2,1,,0,1,0,1,1,7,30,MAPLE RIDGE                                                                                         ,
465,679085,1,1,3,5/20/2020,3.08,1,1,298349.5435,0,1,0,0,1,0,55,NEW WESTMINSTER                                                                                     ,
466,680773,0,0,3,6/1/2020,438490.0691,2,0,,0,0,0,1,1,5,42,VANCOUVER                                                                                           ,
467,682628,0,0,3,6/12/2020,433391.4591,1,1,,0,0,0,1,1,0,57,SURREY                                                                                              ,
468,682663,0,0,3,12/22/2020,263411.81,3,0,,0,0,0,0,1,0,91,VANCOUVER                                                                                           ,
469,683347,0,0,3,5/7/2020,472991.7653,2,1,,0,1,0,1,1,0,70,VANCOUVER                                                                                           ,
470,685814,0,0,3,2/18/2021,16052.04,4,1,233045.6261,0,1,53.60384112,0,1,0,76,VANCOUVER                                                                                           ,
471,687007,0,0,3,12/10/2020,7766.61,2,0,,0,1,0,0,1,0,59,NORTH VANCOUVER                                                                                     ,
472,687596,0,0,3,5/12/2020,1000,1,0,,0,1,285.780266,0,1,0,61,BURNABY                                                                                             ,
473,691607,1,1,3,5/2/2020,466635.2714,2,0,,0,1,0,1,1,1,63,VANCOUVER                                                                                           ,
474,696364,0,0,3,12/11/2020,0,1,0,,0,1,1013.013308,0,1,0,60,BURNABY                                                                                             ,
475,697147,0,0,3,9/1/2020,14,1,1,261901.1399,0,1,0,0,1,0,61,SURREY                                                                                              ,
476,698421,0,0,3,6/23/2020,17648.89,2,0,,0,1,0,0,1,7,52,VANCOUVER                                                                                           ,
477,700584,0,0,3,4/22/2020,450715.8896,1,1,,0,1,167.3104684,1,1,2,68,VANCOUVER                                                                                           ,
478,702678,0,0,3,12/24/2020,2770.54,2,1,,0,1,0,0,1,0,60,CHILLIWACK                                                                                          ,
479,704227,1,1,3,8/18/2020,7.7,1,0,,0,1,0,0,1,22,53,SURREY                                                                                              ,
480,704928,1,1,3,11/6/2020,747.48,3,0,,0,1,1933.695651,0,1,39,43,VICTORIA                                                                                            ,
481,704989,0,0,3,7/15/2020,1.28,1,1,,0,0,0,0,1,4,61,RICHMOND                                                                                            ,
482,707349,1,1,3,4/15/2020,249371.4,3,1,,0,1,0,0,1,3,61,VANCOUVER                                                                                           ,
483,708991,1,1,3,4/8/2020,667244.7107,2,0,,0,1,937.6093857,1,1,0,55,SURREY                                                                                              ,
484,711787,1,1,3,2/18/2021,1101661.11,3,1,,0,1,0,0,1,1,48,VICTORIA                                                                                            ,
485,713302,0,0,3,4/16/2020,9078.01,1,1,,1,1,1085.882997,0,1,17,30,NORTH VANCOUVER                                                                                     ,
486,716077,0,0,3,1/19/2021,1510.57,1,1,,0,1,2403.56257,0,1,4,57,LANGLEY                                                                                             ,
487,718970,0,0,3,5/1/2020,14134.35,2,0,24340.98175,0,1,0,0,1,1,81,DELTA                                                                                               ,
488,719911,0,0,3,5/27/2020,6773.19,1,0,,1,1,1452.000131,0,1,4,66,BURNABY                                                                                             ,
489,720030,1,1,3,8/4/2020,41586.33,3,1,188175.539,0,0,0,0,1,3,62,DELTA                                                                                               ,
490,720824,0,0,3,1/19/2021,701220.63,2,1,,0,1,331.9261601,0,1,0,27,VANCOUVER                                                                                           ,
491,722980,0,0,3,7/25/2020,725572.26,2,1,,0,0,0,0,1,0,58,DELTA                                                                                               ,
492,724787,0,0,3,5/25/2020,992506.3306,1,1,,1,0,0,1,1,1,40,BURNABY                                                                                             ,
493,728268,0,0,3,2/2/2021,8.25,1,1,,0,1,0,0,1,0,42,CHILLIWACK                                                                                          ,
494,730286,1,1,3,12/1/2020,286.12,1,0,,0,1,1296.79454,0,1,0,52,LANGLEY                                                                                             ,
495,733195,0,0,3,6/18/2020,608211.1973,3,0,,0,1,0,1,1,0,57,DELTA                                                                                               ,
496,735579,0,0,3,9/18/2020,15,1,0,,0,0,0,0,1,0,40,BRENTWOOD BAY                                                                                       ,
497,736061,0,0,3,7/8/2020,0,1,1,,0,1,1752.511009,0,1,0,54,SURREY                                                                                              ,
498,737389,1,1,3,8/29/2020,0,1,0,,1,1,337.6762777,0,1,0,65,RICHMOND                                                                                            ,
499,739348,0,0,3,7/3/2020,1159.84,2,1,,0,0,0,0,1,8,69,BURNABY                                                                                             ,
500,741159,0,0,3,7/16/2020,115,3,1,,0,1,0,0,1,0,80,DUNCAN                                                                                              ,
501,741630,0,0,3,8/10/2020,412384.51,2,0,,0,1,1223.153656,0,1,3,49,BURNABY                                                                                             ,
502,742209,1,1,3,12/10/2020,8055.88,2,1,,0,1,136.5781311,0,1,4,62,LANGLEY                                                                                             ,
503,743174,1,1,3,2/9/2021,1323646.47,2,1,,0,1,2561.082793,0,1,0,54,MAPLE RIDGE                                                                                         ,
504,743339,0,0,3,2/10/2021,6100.18,5,1,,0,0,0,0,1,10,50,VICTORIA                                                                                            ,
505,743613,1,1,3,2/10/2021,300902.47,3,1,,0,1,914.8345311,0,1,99,78,LANGLEY                                                                                             ,
506,745539,0,0,3,4/23/2020,5294.95,1,1,,0,1,0,0,1,109,36,SQUAMISH                                                                                            ,
507,748003,1,1,3,12/5/2020,940.64,1,0,,0,0,0,0,1,25,72,VANCOUVER                                                                                           ,
508,749384,0,0,3,4/23/2020,439046.3926,1,0,,0,1,1272.211292,1,1,0,53,SURREY                                                                                              ,
509,749537,0,0,3,5/28/2020,6863.77,2,0,176325.0942,0,1,0,0,1,0,42,ABBOTSFORD                                                                                          ,
510,750791,0,0,3,5/22/2020,0,1,0,,1,0,0,0,1,0,68,SURREY                                                                                              ,
511,751279,0,0,3,5/13/2020,1023.69,2,0,,1,0,0,0,1,40,56,SURREY                                                                                              ,
512,753422,1,1,3,9/10/2020,40.67,1,1,,1,0,0,0,1,0,52,LANGLEY                                                                                             ,
513,753595,0,0,3,9/18/2020,944500.08,2,1,,0,0,0,0,1,0,61,NANOOSE BAY                                                                                         ,
514,756825,0,0,3,8/15/2020,31.8,2,0,,0,1,0,0,1,59,29,SURREY                                                                                              ,
515,756884,0,0,3,8/26/2020,182.86,1,0,,0,1,1614.060533,0,1,15,45,SURREY                                                                                              ,
516,758013,1,1,3,3/30/2020,443819.931,2,0,,0,1,1891.337953,1,1,3,41,SQUAMISH                                                                                            ,
517,762091,0,0,3,8/6/2020,0,2,1,104711.4963,1,1,2370.091977,0,1,0,56,BURNABY                                                                                             ,
518,762606,0,0,3,9/8/2020,1490.76,1,0,,0,1,0,0,1,3,72,VANCOUVER                                                                                           ,
519,763740,0,0,3,8/6/2020,38446.9,3,0,195520.8992,1,0,0,0,1,0,57,SURREY                                                                                              ,
520,764890,0,0,3,8/12/2020,2511.41,2,0,,0,1,0,0,1,0,62,VANCOUVER                                                                                           ,
521,765367,0,0,3,11/3/2020,1054.25,2,0,,1,1,0,0,1,0,84,VANCOUVER                                                                                           ,
522,768075,1,1,3,3/23/2020,968847.62,3,1,,1,1,999.794211,1,1,11,45,VANCOUVER                                                                                           ,
523,768445,0,0,3,2/1/2021,521852.19,2,0,,0,1,1330.576183,0,1,2,73,VANCOUVER                                                                                           ,
524,768615,0,0,3,6/9/2020,10012.24,2,1,,1,1,1435.937705,0,1,34,40,VANCOUVER                                                                                           ,
525,769705,1,1,3,2/5/2021,932282.17,3,1,,0,1,0,0,1,2,57,NEW WESTMINSTER                                                                                     ,
526,770482,0,0,3,5/26/2020,25810.49,1,0,,0,1,0,0,1,0,56,NEW WESTMINSTER                                                                                     ,
527,771574,1,1,3,12/16/2020,60048.47,1,0,,0,1,0,0,1,0,34,VANCOUVER                                                                                           ,
528,772645,0,0,3,9/16/2020,692437.4,3,0,,0,1,0,0,1,2,52,MAPLE RIDGE                                                                                         ,
529,772896,1,1,3,1/7/2021,589332.4,2,1,,0,0,0,0,1,0,55,SURREY                                                                                              ,
530,777792,1,1,3,5/22/2020,19659.28,2,1,,0,1,0,0,1,64,54,MAPLE RIDGE                                                                                         ,
531,778546,1,1,3,3/21/2020,667736.441,2,1,,0,0,0,1,1,27,63,BURNABY                                                                                             ,
532,779096,0,0,3,9/16/2020,1159.77,2,1,56252.92372,0,1,0,0,1,23,66,KELOWNA                                                                                             ,
533,780991,1,1,3,1/4/2021,398.71,2,0,,0,0,0,0,1,1,50,SURREY                                                                                              ,
534,782491,0,0,3,11/4/2020,19050.35,1,0,,0,1,1842.1965,0,1,0,66,AGASSIZ                                                                                             ,
535,782654,1,1,3,9/2/2020,1516.78,1,0,,0,1,1192.084029,0,1,0,67,SURREY                                                                                              ,
536,782666,0,0,3,9/2/2020,1308.05,1,0,,0,1,2042.978402,0,1,24,49,SURREY                                                                                              ,
537,782913,0,0,3,8/4/2020,3092.27,1,1,,0,1,1442.650351,0,1,16,72,NEW WESTMINSTER                                                                                     ,
538,784689,0,0,3,12/5/2020,1.2,1,0,,1,1,1844.36295,0,1,4,62,RICHMOND                                                                                            ,
539,789470,0,0,3,4/28/2020,3299.43,1,1,,0,0,0,0,1,36,70,MAPLE RIDGE                                                                                         ,
540,789750,0,0,3,12/1/2020,7559.38,3,1,,0,0,0,0,1,46,60,PORT COQUITLAM                                                                                      ,
541,789997,1,1,3,9/4/2020,510425.64,4,0,,0,1,748.2762711,0,1,2,42,VICTORIA                                                                                            ,
542,790280,1,1,3,4/3/2020,100000,2,0,,0,0,0,0,1,0,43,RICHMOND                                                                                            ,
543,790371,0,0,3,7/27/2020,22.58,1,0,,0,0,0,0,1,0,57,SURREY                                                                                              ,
544,790808,0,0,3,9/17/2020,8498.61,4,1,,0,1,2265.238712,0,1,0,58,COQUITLAM                                                                                           ,
545,790909,0,0,3,2/16/2021,0.53,2,0,,0,0,0,0,1,0,58,VANCOUVER                                                                                           ,
546,794162,1,1,3,6/12/2020,3847.7,1,1,,1,0,0,0,1,1,65,NORTH VANCOUVER                                                                                     ,
547,794314,0,0,3,6/15/2020,993750,2,0,,0,1,0,0,1,0,54,BURNABY                                                                                             ,
548,797097,0,0,3,6/2/2020,388.63,1,0,,1,1,650.7052692,0,1,25,41,BURNABY                                                                                             ,
549,799993,0,0,3,4/3/2020,459091.476,1,1,,0,1,0,1,1,0,57,COQUITLAM                                                                                           ,
550,801935,0,0,3,4/22/2020,445328.1597,2,1,,0,0,0,1,1,0,70,DELTA                                                                                               ,
551,802318,1,1,3,1/4/2021,8.95,1,1,,0,1,1548.550311,0,1,1,73,VANCOUVER                                                                                           ,
552,804066,0,0,3,2/18/2021,2050.51,2,1,,0,1,752.1466964,0,1,57,62,NORTH VANCOUVER                                                                                     ,
553,804523,0,0,3,4/4/2020,200005,2,1,,0,0,0,0,1,0,63,NEW WESTMINSTER                                                                                     ,
554,805003,0,0,3,8/6/2020,4.6,1,0,,1,1,1059.007612,0,1,0,61,MAPLE RIDGE                                                                                         ,
555,807428,0,0,3,8/19/2020,86.95,1,0,,0,0,0,0,1,1,47,VANCOUVER                                                                                           ,
556,807643,0,0,3,8/14/2020,8571.65,3,1,,0,1,0,0,1,14,63,VANCOUVER                                                                                           ,
557,808294,0,0,3,5/5/2020,3415.28,1,1,,0,0,0,0,1,1,61,HOPE                                                                                                ,
558,810946,0,0,3,5/11/2020,466104.5114,1,0,,0,1,0,1,1,14,49,SURREY                                                                                              ,
559,812249,0,0,3,1/15/2021,1133.83,1,0,,0,0,0,0,1,89,59,VANCOUVER                                                                                           ,
560,813820,1,1,3,8/21/2020,3641.8,4,0,,0,1,368.8524736,0,1,66,64,VANCOUVER                                                                                           ,
561,814413,0,0,3,3/25/2020,1205273.96,2,1,,0,1,1209.034123,0,1,3,34,SURREY                                                                                              ,
562,814557,0,0,3,8/28/2020,612402.35,2,0,,0,1,2106.639763,0,1,0,73,VANCOUVER                                                                                           ,
563,815420,0,0,3,1/8/2021,5398.92,2,0,,0,0,0,0,1,0,61,GARIBALDI HIGHLANDS                                                                                 ,
564,823496,1,1,3,2/15/2021,0,2,0,,0,0,0,0,1,0,58,VANCOUVER                                                                                           ,
565,823619,0,0,3,6/10/2020,903592.87,3,1,,0,0,0,1,1,5,54,VANCOUVER                                                                                           ,
566,826966,0,0,3,9/4/2020,10046.95,3,1,,0,0,0,0,1,6,59,SURREY                                                                                              ,
567,826969,1,1,3,12/18/2020,34247.58,1,1,,1,1,0,0,1,185,68,BURNABY                                                                                             ,
568,827282,0,0,3,1/7/2021,32.12,1,0,,0,1,1874.420001,0,1,7,52,PENDER ISLAND                                                                                       ,
569,830800,0,0,3,1/5/2021,657.54,2,1,,1,1,659.4643987,0,1,2,81,NEW WESTMINSTER                                                                                     ,
570,831434,0,0,3,1/6/2021,5218.03,1,0,,0,1,0,0,1,4,50,BURNABY                                                                                             ,
571,840172,0,0,3,4/3/2020,453295.9542,2,1,,0,1,1823.687019,1,1,4,54,PORT COQUITLAM                                                                                      ,
572,841207,0,0,3,12/14/2020,2836.03,3,1,,1,1,781.195967,0,1,3,63,LANGLEY                                                                                             ,
573,841721,0,0,3,8/4/2020,1401.52,1,1,,0,0,0,0,1,0,53,PORT COQUITLAM                                                                                      ,
574,844505,0,0,3,6/3/2020,856335.32,4,0,,0,1,0,0,1,3,83,VANCOUVER                                                                                           ,
575,845395,0,0,3,6/12/2020,460182.7313,4,1,,0,1,401.3290374,1,1,22,71,PITT MEADOWS                                                                                        ,
576,847694,1,1,3,7/8/2020,6651.76,3,0,,0,0,0,0,1,0,63,BURNABY                                                                                             ,
577,847732,0,0,3,7/6/2020,7549.06,2,1,,1,1,0,0,1,0,37,BURNABY                                                                                             ,
578,848063,1,1,3,6/30/2020,6000.58,1,0,,0,0,0,0,1,3,56,BURNABY                                                                                             ,
579,848988,1,1,3,6/29/2020,6971.52,2,1,,0,1,0,0,1,28,45,SURREY                                                                                              ,
580,852962,1,1,3,9/7/2020,200,1,1,,0,1,0,0,1,0,50,PORT COQUITLAM                                                                                      ,
581,853020,1,1,3,12/4/2020,4401.04,1,0,,0,0,0,0,1,11,69,BURNABY                                                                                             ,
582,853037,1,1,3,2/4/2021,356.24,2,1,,0,0,0,0,1,50,62,VANCOUVER                                                                                           ,
583,853718,0,0,3,4/2/2020,950123.29,2,1,,0,1,2148.712387,1,1,2,62,NEW WESTMINSTER                                                                                     ,
584,856406,1,1,3,5/6/2020,682626.21,2,0,,0,1,2119.290511,0,1,0,31,BURNABY                                                                                             ,
585,859612,1,1,3,7/25/2020,7000.09,1,1,,1,1,0,0,1,0,46,BURNABY                                                                                             ,
586,860398,0,0,3,8/6/2020,12004.53,1,0,,1,1,0,0,1,4,44,DELTA                                                                                               ,
587,860774,1,1,3,9/8/2020,391067.94,2,1,,0,0,0,0,1,0,52,BURNABY                                                                                             ,
588,860870,1,1,3,2/8/2021,1009.97,1,1,,0,1,1947.7552,0,1,0,69,VANCOUVER                                                                                           ,
589,861142,0,0,3,11/3/2020,0,2,0,,1,0,0,0,1,0,55,BURNABY                                                                                             ,
590,863823,0,0,3,3/23/2020,454944.6969,1,0,,0,0,0,1,1,0,54,VANCOUVER                                                                                           ,
591,867008,1,1,3,5/19/2020,1197576.51,2,0,257928.4042,1,0,0,1,1,0,50,VANCOUVER                                                                                           ,
592,867041,0,0,3,5/13/2020,22.34,1,0,,0,1,1708.962918,0,1,0,54,SURREY                                                                                              ,
593,867046,0,0,3,1/11/2021,570736.33,3,1,,0,1,0,0,1,0,57,PITT MEADOWS                                                                                        ,
594,868801,0,0,3,8/17/2020,580279.27,2,1,,0,0,0,0,1,0,72,VANCOUVER                                                                                           ,
595,868805,0,0,3,6/12/2020,15548.69,2,0,,1,1,2255.223029,0,1,0,52,RICHMOND                                                                                            ,
596,872019,1,1,3,2/10/2021,748.4,2,1,,0,1,0,0,1,0,39,PORT COQUITLAM                                                                                      ,
597,872039,0,0,3,3/25/2020,1205273.96,2,1,,0,1,1209.034123,1,1,3,34,SURREY                                                                                              ,
598,872271,0,0,3,8/14/2020,8220.37,3,0,,0,1,2207.78343,0,1,3,82,NORTH ATTLEBOROUGH                                                                                  ,
599,875248,0,0,3,6/10/2020,420516.4849,2,0,,0,1,1566.453921,1,1,0,40,RICHMOND                                                                                            ,
600,876471,0,0,3,4/18/2020,729980.12,2,1,,0,0,0,0,1,0,40,MAPLE RIDGE                                                                                         ,
601,876595,0,0,3,4/2/2020,439415.9734,2,0,150660.5098,0,1,0,1,1,0,67,GIBSONS                                                                                             ,
602,877419,1,1,3,7/6/2020,1645.5,1,0,,0,0,0,0,1,1,70,CHILLIWACK                                                                                          ,
603,878937,1,1,3,3/20/2020,94.13,2,1,178646.5046,0,1,0,0,1,74,41,BURNABY                                                                                             ,
604,879446,0,0,3,9/2/2020,63.86,1,1,,0,0,0,0,1,5,37,COQUITLAM                                                                                           ,
605,881032,0,0,3,12/21/2020,2137303.74,3,1,,0,1,2099.807714,0,1,3,38,BURNABY                                                                                             ,
606,885884,0,0,3,2/9/2021,0,1,1,,1,0,0,0,1,0,47,CHILLIWACK                                                                                          ,
607,889858,1,1,3,8/10/2020,214.72,3,1,,1,1,0,0,1,29,51,SURREY                                                                                              ,
608,891052,0,0,3,12/11/2020,760894.38,3,0,,0,1,2282.526631,0,1,0,55,VANCOUVER                                                                                           ,
609,892567,0,0,3,4/27/2020,440178.1073,1,1,,1,0,0,1,1,0,52,VANCOUVER                                                                                           ,
610,892984,1,1,3,4/24/2020,435867.6416,1,1,,0,0,0,1,1,0,53,SURREY                                                                                              ,
611,894853,0,0,3,8/29/2020,8359.83,1,1,,0,1,0,0,1,0,65,SURREY                                                                                              ,
612,895080,1,1,3,4/18/2020,668914.0661,2,0,,0,1,1255.673695,1,1,84,80,SURREY                                                                                              ,
613,895109,0,0,3,6/2/2020,2118.66,2,0,,0,1,0,0,1,101,40,SURREY                                                                                              ,
614,898300,0,0,3,2/19/2021,232727.28,4,0,260820.7469,0,1,0,0,1,0,51,SURREY                                                                                              ,
615,898422,1,1,3,5/27/2020,102017.6,2,0,,0,0,0,0,1,0,45,VANCOUVER                                                                                           ,
616,898885,1,1,3,2/3/2021,607824.76,4,1,205684.685,0,1,1542.715087,0,1,1,45,VANCOUVER                                                                                           ,
617,899984,1,1,3,4/30/2020,580332.021,1,0,,0,1,0,1,1,1,36,SURREY                                                                                              ,
618,901200,0,0,3,6/3/2020,8267.42,2,0,,1,0,0,0,1,8,62,NANAIMO                                                                                             ,
619,902839,0,0,3,1/15/2021,1828.43,1,0,,0,0,0,0,1,9,53,SURREY                                                                                              ,
620,903929,0,0,3,4/20/2020,447017.35,2,0,188840.6185,1,1,2257.930012,1,1,8,53,VANCOUVER                                                                                           ,
621,904123,0,0,3,9/9/2020,15612.98,4,0,,1,1,369.2003121,0,1,43,69,BURNABY                                                                                             ,
622,905061,0,0,3,5/23/2020,455692.5382,1,1,51335.3872,0,1,0,1,1,0,46,VANCOUVER                                                                                           ,
